"","Id","molecule","Molecule_type","Organism_Name","Species","Genus","Family","Length"
"4461","NC_040538.1","DNA","dsDNA","Rhinolophus blasii polyomavirus 2","Rhinolophus blasii polyomavirus 2","Unknown","Polyomaviridae",5215
"4462","NC_023559.1","DNA","dsDNA","Oenococcus phage phi9805","Sozzivirus sv9805","Sozzivirus","Unknown",46145
"4463","NC_031007.1","DNA","dsDNA","Erwinia phage vB_EamM_EarlPhillipIV","Derbicusvirus derbicus","Derbicusvirus","Unknown",223935
"4464","NC_028676.1","DNA","dsDNA","Sinorhizobium phage phiM9","Sinorhizobium phage phiM9","Unknown","Unknown",149218
"4465","NC_034445.1","DNA","ssDNA(+/-)","Skunk amdoparvovirus","Amdoparvovirus carnivoran4","Amdoparvovirus","Parvoviridae",4242
"4466","NC_070827.1","DNA","dsDNA","Pseudomonas phage Skulduggery","Pseudomonas phage Skulduggery","Unknown","Unknown",62978
"4467","NC_043282.1","DNA","dsDNA","Bracoviriform flavipedis","Bracoviriform flavipedis","Bracoviriform","Polydnaviriformidae",279
"4468","NC_048148.1","DNA","dsDNA","Providencia phage vB PstP PS3","Kakivirus PS3","Kakivirus","Autographiviridae",41024
"4469","NC_025428.1","DNA","dsDNA","Ruegeria phage DSS3-P1","Ruegeria phage DSS3-P1","Unknown","Casjensviridae",59601
"4470","NC_023576.1","DNA","dsDNA","Citrobacter phage CR44b","Kayfunavirus CR44b","Kayfunavirus","Autographiviridae",39207
"4471","NC_053506.1","DNA","dsDNA","Mycobacterium phage CELFI","Faithunavirus CELFI","Faithunavirus","Vilmaviridae",77086
"4472","NC_033743.1","DNA","ssDNA","Thrips-associated genomovirus 2","Thrips-associated genomovirus 2","Unknown","Genomoviridae",2182
"4473","NC_008898.1","DNA","dsDNA","Ichnoviriform fumiferanae","Ichnoviriform fumiferanae","Ichnoviriform","Polydnaviriformidae",2875
"4474","NC_048697.1","DNA","dsDNA","Pseudomonas phage Littlefix","Littlefixvirus littlefix","Littlefixvirus","Schitoviridae",74895
"4475","NC_070686.1","DNA","dsDNA","Streptococcus phage D4276","Streptococcus phage D4276","Moineauvirus","Aliceevansviridae",39707
"4476","NC_071026.1","DNA","dsDNA","Arthrobacter phage Tbone","Arthrobacter phage Tbone","Yangvirus","Unknown",44111
"4477","NC_006645.1","DNA","dsDNA","Bracoviriform congregatae","Bracoviriform congregatae","Bracoviriform","Polydnaviriformidae",21388
"4478","NC_027377.1","DNA","dsDNA","Leuconostoc phage Ln-8","Leuconostoc virus Ln8","Unaquatrovirus","Unknown",28921
"4479","NC_055807.1","DNA","dsDNA","Corynebacterium phage Stickynote","Ceetrepovirus stickynote","Ceetrepovirus","Zierdtviridae",67086
"4480","NC_039054.1","DNA","ssDNA","Circoviridae bovine stool/BK/KOR/2011","Bovismacovirus bovas1","Bovismacovirus","Smacoviridae",2600
"4481","NC_073209.1","DNA","dsDNA","Salmonella phage GRNsp50","Salmonella phage GRNsp50","Jerseyvirus","Unknown",42078
"4482","NC_004289.1","DNA","ssDNA(+/-)","Planococcus citri densovirus","Scindoambidensovirus hemipteran1","Scindoambidensovirus","Parvoviridae",5380
"4483","NC_073086.1","DNA","dsDNA","Escherichia phage vB_EcoS_L-h 1M","Escherichia phage vB_EcoS_L-h 1M","Dhillonvirus","Unknown",45204
"4484","NC_073603.1","DNA","dsDNA","Pseudomonas phage PaGz-1","Pseudomonas phage PaGz-1","Pakpunavirus","Unknown",93975
"4485","NC_024450.1","DNA","dsDNA","Falconid herpesvirus 1","Mardivirus columbidalpha1","Mardivirus","Orthoherpesviridae",204054
"4486","NC_007014.1","DNA","ssDNA(-)","Small anellovirus 2","Small anellovirus","Unknown","Anelloviridae",2635
"4487","NC_040655.1","DNA","dsDNA","Macaca mulatta papillomavirus 5","Macaca mulatta papillomavirus 5","Gammapapillomavirus","Papillomaviridae",7408
"4488","NC_030935.1","DNA","dsDNA","Gordonia phage GRU3","Gordonia phage GRU3","Unknown","Unknown",17727
"4489","NC_069147.1","DNA","dsDNA","Salmonella phage GRNsp27","Salmonella phage GRNsp27","Cornellvirus","Unknown",41187
"4490","NC_007193.2","DNA","ssDNA","Protobacilladnavirus chasesal","Protobacilladnavirus chasesal","Protobacilladnavirus","Bacilladnaviridae",6000
"4491","NC_043248.1","DNA","dsDNA","Feldmannia irregularis virus a","Feldmannia irregularis virus a","Phaeovirus","Phycodnaviridae",3584
"4492","NC_001317.1","DNA","dsDNA","Escherichia phage 186","Eganvirus ev186","Eganvirus","Peduoviridae",30624
"4493","NC_003867.1","DNA","ssDNA(+/-)","Tomato mosaic Havana virus-[Quivican]","Tomato mosaic Havana virus","Begomovirus","Geminiviridae",2620
"4494","NC_073368.1","DNA","dsDNA","Microbacterium phage Megan","Microbacterium phage Megan","Unknown","Unknown",55210
"4495","NC_077108.1","DNA","dsDNA-RT","Metaplexis yellow mottle-associated virus","Metaplexis yellow mottle-associated virus","Caulimovirus","Caulimoviridae",7733
"4496","NC_073204.1","DNA","dsDNA","Salmonella phage LPSE1","Salmonella phage LPSE1","Jerseyvirus","Unknown",41854
"4497","NC_073094.1","DNA","dsDNA","Xanthomonas phage Langgrundblatt2","Xanthomonas phage Langgrundblatt2","Unknown","Unknown",44768
"4498","NC_013644.1","DNA","dsDNA","Enterococcus phage phiFL4A","Enterococcus phage phiFL4A","Unknown","Unknown",37856
"4499","NC_070992.1","DNA","dsDNA","Escherichia phage Paul","Escherichia phage Paul","Kuravirus","Unknown",79429
"4500","NC_008907.1","DNA","dsDNA","Ichnoviriform fumiferanae","Ichnoviriform fumiferanae","Ichnoviriform","Polydnaviriformidae",3058
"4501","NC_075120.1","DNA","ssDNA(+/-)","Bocaparvovirus primate1","Bocaparvovirus primate1","Bocaparvovirus","Parvoviridae",5543
"4502","NC_019491.1","DNA","dsDNA","Cyprinid herpesvirus 1","Cyvirus cyprinidallo1","Cyvirus","Alloherpesviridae",291144
"4503","NC_009814.1","DNA","dsDNA","Listeria phage P35","Listeria phage P35","Unknown","Unknown",35822
"4504","NC_073199.1","DNA","dsDNA","Salmonella phage S102","Salmonella phage S102","Jerseyvirus","Unknown",42439
"4505","NC_047757.1","DNA","dsDNA","Caulobacter phage Seuss","Seussvirus seuss","Seussvirus","Unknown",85138
"4506","NC_020883.1","DNA","dsDNA","Bacillus phage PM1","Pemunavirus PM1","Pemunavirus","Unknown",50861
"4507","NC_026274.1","DNA","ssDNA","Sewage-associated circular DNA virus-29","Sewage-associated circular DNA virus-29","Unknown","Unknown",4037
"4508","NC_042080.1","DNA","dsDNA","Pseudomonas phage vB_PaeM_E215","Pbunavirus E215","Pbunavirus","Unknown",66789
"4509","NC_048860.1","DNA","dsDNA","Microbacterium phage Arete","Burrovirus arete","Burrovirus","Unknown",53692
"4510","NC_049473.1","DNA","dsDNA","Arthrobacter phage Kuleana","Kuleanavirus kuleana","Kuleanavirus","Unknown",38850
"4511","NC_049508.1","DNA","dsDNA","Salmonella phage maane","Kuttervirus maane","Kuttervirus","Ackermannviridae",159128
"4512","NC_073170.1","DNA","dsDNA","Salmonella phage SE-W109","Salmonella phage SE-W109","Jerseyvirus","Unknown",42147
"4513","NC_003866.1","DNA","ssDNA(+/-)","Cabbage leaf curl virus","Cabbage leaf curl virus","Begomovirus","Geminiviridae",2583
"4514","NC_073602.1","DNA","dsDNA","Pseudomonas phage SPA01","Pseudomonas phage SPA01","Pakpunavirus","Unknown",93536
"4515","NC_048857.1","DNA","dsDNA","Phage NBSal005","Tequintavirus NBSal005","Tequintavirus","Demerecviridae",121040
"4516","NC_028650.1","DNA","ssDNA(+/-)","Rat bufavirus SY-2015","Protoparvovirus rodent3","Protoparvovirus","Parvoviridae",4634
"4517","NC_020065.1","DNA","dsDNA","Chaerephon polyomavirus 1","Chaerephon polyomavirus 1","Unknown","Polyomaviridae",4899
"4518","NC_038416.1","DNA","ssDNA(+/-)","Cyclovirus NG12","Cyclovirus mmadu","Cyclovirus","Circoviridae",1794
"4519","NC_024385.1","DNA","dsDNA","Leuconostoc phage phiLN12","Limdunavirus LN12","Limdunavirus","Unknown",28193
"4520","NC_024134.1","DNA","dsDNA","Escherichia phage FFH2","Vequintavirus FFH2","Vequintavirus","Unknown",139020
"4521","NC_073093.1","DNA","dsDNA","Xanthomonas phage Langgrundblatt1","Xanthomonas phage Langgrundblatt1","Unknown","Unknown",44239
"4522","NC_077061.1","DNA","ssDNA(+/-)","Pacific black duck chaphamaparvovirus 1","Pacific black duck chaphamaparvovirus 1","Chaphamaparvovirus","Parvoviridae",4323
"4523","NC_001789.1","DNA","dsDNA","Deltapapillomavirus 3","Deltapapillomavirus 3","Deltapapillomavirus","Papillomaviridae",7761
"4524","NC_018577.1","DNA","ssDNA(+/-)","Sporobolus striate mosaic virus 1","Sporobolus striate mosaic virus 1","Mastrevirus","Geminiviridae",2789
"4525","NC_074893.1","DNA","ssDNA(+/-)","Tomato leaf curl Hainan virus","Tomato leaf curl Hainan virus","Begomovirus","Geminiviridae",2756
"4526","NC_032682.2","DNA","ssDNA(+/-)","Indian encephalitis associated cyclovirus","Cyclovirus manusyan","Cyclovirus","Circoviridae",1723
"4527","NC_040189.1","DNA","ssDNA(+/-)","Common bean mottle virus","Common bean mottle virus","Begomovirus","Geminiviridae",2604
"4528","NC_020844.1","DNA","dsDNA","Salicola phage CGphi29","Salicola phage CGphi29","Unknown","Unknown",40695
"4529","NC_035200.1","DNA","ssDNA(+/-)","Giant panda circovirus 1","Giant panda circovirus 1","Circovirus","Circoviridae",2745
"4530","NC_054789.1","DNA","dsDNA","Mycobacterium phage DroogsArmy","Timshelvirus droogsarmy","Timshelvirus","Unknown",53254
"4531","NC_001691.1","DNA","dsDNA","Human papillomavirus type 50","Gammapapillomavirus 3","Gammapapillomavirus","Papillomaviridae",7184
"4532","NC_073458.1","DNA","dsDNA","Corynebacterium phage EmiRose","Corynebacterium phage EmiRose","Unknown","Unknown",37429
"4533","NC_076223.1","DNA","ssDNA","Cotton leaf curl Bangalore betasatellite","Cotton leaf curl Bangalore betasatellite","Betasatellite","Tolecusatellitidae",1351
"4534","NC_034219.1","DNA","dsDNA","Rousettus aegyptiacus polyomavirus 1","Betapolyomavirus raegyptiacus","Betapolyomavirus","Polyomaviridae",5014
"4535","NC_074643.1","DNA","dsDNA","Lokiarchaeia virus VerdaV4","Dolusvirus pacificense","Dolusvirus","Verdandiviridae",20488
"4536","NC_075999.1","DNA","ssDNA","Cow vetch latent virus alphasatellite","Cow vetch latent alphasatellite","Sophoyesatellite","Alphasatellitidae",1035
"4537","NC_048790.1","DNA","dsDNA","Corynebacterium phage Lederberg","Samwavirus samW","Samwavirus","Unknown",45644
"4538","NC_026262.1","DNA","ssDNA","Sewage-associated circular DNA virus-19","Sewage-associated circular DNA virus-19","Unknown","Unknown",2478
"4539","NC_051608.1","DNA","dsDNA","Mycobacterium phage Ekdilam","Amginevirus ekdilam","Amginevirus","Unknown",61772
"4540","NC_011054.1","DNA","dsDNA","Mycobacterium phage Boomer","Mycobacterium virus Boomer","Cheoctovirus","Unknown",58037
"4541","NC_024373.1","DNA","ssDNA","Luffa puckering and leaf distortion-associated betasatellite [India:Gurdaspur:Okra:2013]","Luffa puckering and leaf distortion-associated betasatellite [India:Gurdaspur:Okra:2013]","Betasatellite","Tolecusatellitidae",1353
"4542","NC_038681.1","DNA","ssDNA","Rhynchosia yellow mosaic betasatellite","Rhynchosia yellow mosaic betasatellite","Betasatellite","Tolecusatellitidae",1359
"4543","NC_028885.1","DNA","dsDNA","Pseudomonas phage DL64","Litunavirus LIT1","Litunavirus","Schitoviridae",72378
"4544","NC_035186.1","DNA","ssDNA(+/-)","Dromedary camel bocaparvovirus 1","Bocaparvovirus ungulate7","Bocaparvovirus","Parvoviridae",5183
"4545","NC_040322.1","DNA","ssDNA","Water beetle associated circular virus 1","Water beetle associated circular virus 1","Unknown","Unknown",2244
"4546","NC_002515.1","DNA","dsDNA","Mycoplasma phage P1","Delislevirus P1","Delislevirus","Unknown",11660
"4547","NC_076332.1","DNA","ssDNA","Genomoviridae sp.","Genomoviridae sp.","Unknown","Genomoviridae",2237
"4548","NC_073322.1","DNA","dsDNA","Escherichia phage vB_EcoS-Ro145c2YLVW","Escherichia phage vB_EcoS-Ro145c2YLVW","Kagunavirus","Unknown",42145
"4549","NC_047766.1","DNA","dsDNA","Escherichia phage ECA2","Teetrevirus ECA2","Teetrevirus","Autographiviridae",38890
"4550","NC_037065.1","DNA","ssDNA(+/-)","Exomis microphylla associated virus","Exomis microphylla latent virus","Becurtovirus","Geminiviridae",2974
"4551","NC_077720.1","DNA","ssDNA(+/-)","Cotton yellow mosaic virus","Cotton yellow mosaic virus","Begomovirus","Geminiviridae",2716
"4552","NC_062754.1","DNA","dsDNA","Winogradskyella phage Peternella_1","Peternellavirus peternella","Peternellavirus","Winoviridae",39649
"4553","NC_054774.1","DNA","dsDNA","Mycobacterium phage Naca","Benedictvirus naca","Benedictvirus","Unknown",51594
"4554","NC_028783.1","DNA","dsDNA","Lactobacillus phage iLp84","Pleetrevirus iLp84","Pleetrevirus","Unknown",39399
"4555","NC_071063.1","DNA","dsDNA","Streptococcus phage CHPC1152","Streptococcus phage CHPC1152","Brussowvirus","Aliceevansviridae",35353
"4556","NC_048061.1","DNA","dsDNA","Pectobacterium phage Nobby","Phimunavirus nobby","Phimunavirus","Autographiviridae",42818
"4557","NC_022073.1","DNA","ssDNA(+/-)","Hemidesmus yellow mosaic virus","Hemidesmus yellow mosaic virus","Begomovirus","Geminiviridae",2825
"4558","NC_021534.1","DNA","dsDNA","Vibrio phage pYD38-A","Roufvirus pIS4A","Roufvirus","Unknown",47552
"4559","NC_042107.1","DNA","dsDNA","Pseudomonas phage NV1","Vicosavirus NV1","Vicosavirus","Unknown",45058
"4560","NC_002743.1","DNA","ssDNA","Tomato leaf curl deltasatellite","Tomato leaf curl deltasatellite","Deltasatellite","Tolecusatellitidae",682
"4561","NC_047855.1","DNA","dsDNA","Staphylococcus phage PSa3","Rosenblumvirus PSa3","Rosenblumvirus","Rountreeviridae",17602
"4562","NC_041908.1","DNA","dsDNA","Rhizobium phage RHEph04","Kleczkowskavirus RHEph4","Kleczkowskavirus","Unknown",53018
"4563","NC_047929.1","DNA","dsDNA","Shigella phage SFN6B","Drulisvirus SFN6B","Drulisvirus","Autographiviridae",43036
"4564","NC_049350.1","DNA","dsDNA","Vibrio phage VCO139","Pacinivirus VCO139","Pacinivirus","Schitoviridae",68964
"4565","NC_033273.1","DNA","ssDNA","Hibiscus leaf curl alphasatellite","Hibiscus leaf curl alphasatellite","Unknown","Alphasatellitidae",1375
"4566","NC_043380.1","DNA","dsDNA","Bracoviriform rubeculae","Bracoviriform rubeculae","Bracoviriform","Polydnaviriformidae",831
"4567","NC_040810.1","DNA","ssDNA","Cattle blood-associated circovirus-like virus","Porprismacovirus bovas2","Porprismacovirus","Smacoviridae",1881
"4568","NC_024386.1","DNA","dsDNA","Leuconostoc phage LN25","Unaquatrovirus LN25","Unaquatrovirus","Unknown",28427
"4569","NC_027783.1","DNA","ssDNA(+/-)","Littorina sp. associated circular virus","Littorina sp. associated circular virus","Unknown","Circoviridae",2237
"4570","NC_073754.1","DNA","ssDNA(+)","Xanthomonas phage phiLF","Lophivirus LfUK","Lophivirus","Inoviridae",6062
"4571","NC_029133.1","DNA","ssDNA(+/-)","Rat bocavirus","Bocaparvovirus rodent1","Bocaparvovirus","Parvoviridae",5212
"4572","NC_075336.1","DNA","ssDNA","Giant panda associated gemycircularvirus","Giant panda associated gemycircularvirus","Gemycircularvirus","Genomoviridae",2156
"4573","NC_076959.1","DNA","ssDNA","Kenaf leaf curl betasatellite","Kenaf leaf curl betasatellite","Betasatellite","Tolecusatellitidae",1371
"4574","NC_038408.1","DNA","ssDNA(+/-)","Dragonfly associated cyclovirus 6","Cyclovirus babka","Cyclovirus","Circoviridae",1761
"4575","NC_055237.1","DNA","dsDNA-RT","Pineapple bacilliform ER virus","Badnavirus betananas","Badnavirus","Caulimoviridae",545
"4576","NC_029030.1","DNA","dsDNA","Streptococcus phage APCM01","Streptococcus phage APCM01","Unknown","Unknown",31075
"4577","NC_028678.1","DNA","dsDNA","Mycobacterium phage Cabrinians","Mycobacterium phage Cabrinians","Cheoctovirus","Unknown",56669
"4578","NC_051710.1","DNA","dsDNA","Mycobacterium phage Spikelee","Cheoctovirus spikelee","Cheoctovirus","Unknown",58604
"4579","NC_013195.1","DNA","dsDNA","Staphylococcus phage P954","Biseptimavirus P954","Biseptimavirus","Unknown",40761
"4580","NC_027790.1","DNA","ssDNA(+/-)","Hermit crab associated circular genome","Hermit crab associated circular genome","Unknown","Circoviridae",1063
"4581","NC_073480.1","DNA","dsDNA","Rhizobium phage RHph_N3_8","Rhizobium phage RHph_N3_8","Unknown","Unknown",18277
"4582","NC_041888.1","DNA","dsDNA","Mycobacterium phage Tortellini","Mycobacterium virus Tortellini","Tortellinivirus","Unknown",49658
"4583","NC_017864.1","DNA","dsDNA","Pseudomonas phage vB_Pae-Kakheti25","Septimatrevirus kakheti25","Septimatrevirus","Unknown",42844
"4584","NC_002641.1","DNA","dsDNA","Meleagrid alphaherpesvirus 1","Mardivirus meleagridalpha1","Mardivirus","Orthoherpesviridae",159160
"4585","NC_055142.1","DNA","dsDNA","Lymphocryptovirus Macaca/pfe-lcl-E3","Lymphocryptovirus macacinegamma10","Lymphocryptovirus","Orthoherpesviridae",154158
"4586","NC_028127.1","DNA","dsDNA","Sumatran orang-utan polyomavirus","Alphapolyomavirus ponabelii","Alphapolyomavirus","Polyomaviridae",5358
"4587","NC_022766.1","DNA","dsDNA","Bacillus phage Glittering","Andromedavirus glittering","Andromedavirus","Unknown",49246
"4588","NC_075437.1","DNA","ssDNA(+/-)","Wild vitis virus 1","Wild Vitis latent virus","Grablovirus","Geminiviridae",3237
"4589","NC_070784.1","DNA","dsDNA","Streptomyces phage TunaTartare","Streptomyces phage TunaTartare","Annadreamyvirus","Unknown",130929
"4590","NC_038967.1","DNA","ssDNA(+/-)","Whitefly-associated begomovirus 1","Whitefly-associated begomovirus 1","Begomovirus","Geminiviridae",2609
"4591","NC_028832.1","DNA","dsDNA","Mycobacterium phage Omnicron","Kratiovirus omnicron","Kratiovirus","Unknown",61511
"4592","NC_040327.1","DNA","ssDNA","Alces alces faeces associated circular virus MP65","Alces alces faeces associated circular virus MP65","Unknown","Genomoviridae",2826
"4593","NC_077802.1","DNA","ssDNA(+/-)","West African Asystasia virus 1","West African Asystasia virus 1","Begomovirus","Geminiviridae",2661
"4594","NC_055123.1","DNA","ssDNA(+/-)","Circovirus pichong","Circovirus pichong","Circovirus","Circoviridae",1812
"4595","NC_027354.1","DNA","dsDNA","Propionibacterium phage PHL301M00","Pahexavirus PHL301M00","Pahexavirus","Unknown",29323
"4596","NC_055593.1","DNA","ssDNA(+/-)","Ocimum mosaic virus","Ocimum mosaic virus","Begomovirus","Geminiviridae",2794
"4597","NC_014081.1","DNA","ssDNA(-)","Torque teno virus 3","Alphatorquevirus homin3","Alphatorquevirus","Anelloviridae",3748
"4598","NC_048809.1","DNA","dsDNA","Salmonella phage 2-3","Epseptimavirus ev23","Epseptimavirus","Demerecviridae",114986
"4599","NC_013593.1","DNA","ssDNA","Cotton leaf curl Gezira alphasatellite","Cotton leaf curl Gezira alphasatellite","Colecusatellite","Alphasatellitidae",1387
"4600","NC_014799.1","DNA","ssDNA(+/-)","Sida golden yellow vein virus-[Jamaica:Liguanea2:2008]","Sida golden yellow vein virus","Begomovirus","Geminiviridae",2542
"4601","NC_006294.1","DNA","ssDNA(+)","Vibrio phage KSF1","Capistrivirus KSF1","Capistrivirus","Inoviridae",7107
"4602","NC_048197.1","DNA","dsDNA","Erwinia phage vB_EhrS_49","Feofaniavirus Eho49","Feofaniavirus","Unknown",46835
"4603","NC_007730.2","DNA","ssDNA(+/-)","Vernonia yellow vein virus","Vernonia yellow vein virus","Begomovirus","Geminiviridae",2745
"4604","NC_073063.1","DNA","dsDNA","Escherichia phage vB_EcoS_PNS1","Escherichia phage vB_EcoS_PNS1","Dhillonvirus","Unknown",43945
"4605","NC_042011.1","DNA","dsDNA","Streptomyces phage Peebs","Samistivirus peebs","Samistivirus","Unknown",133047
"4606","NC_031119.1","DNA","dsDNA","Propionibacterium phage Enoki","Propionibacterium phage Enoki","Pahexavirus","Unknown",29347
"4607","NC_029116.1","DNA","dsDNA","Clostridium phage phiCDHM13","Sherbrookevirus CDHM13","Sherbrookevirus","Unknown",33596
"4608","NC_027624.1","DNA","dsDNA","Propionibacterium phage SKKY","Pahexavirus SKKY","Pahexavirus","Unknown",29594
"4609","NC_020071.1","DNA","dsDNA","Otomops polyomavirus KY157","Alphapolyomavirus omartiensseni","Alphapolyomavirus","Polyomaviridae",5176
"4610","NC_049926.1","DNA","dsDNA","Escherichia phage ECP1","Wongtaivirus ECP1","Wongtaivirus","Unknown",40469
"4611","NC_031110.1","DNA","dsDNA","Pseudomonas phage phiMK","Pakpunavirus MK","Pakpunavirus","Unknown",93129
"4612","NC_027392.1","DNA","dsDNA","Propionibacterium phage PHL194M00","Pahexavirus PHL194M00","Pahexavirus","Unknown",29264
"4613","NC_076153.1","DNA","ssDNA(-)","Feline anellovirus","Tettorquevirus felid6","Tettorquevirus","Anelloviridae",2409
"4614","NC_047780.1","DNA","dsDNA","Klebsiella phage vB_KpnP_PRA33","Przondovirus PRA33","Przondovirus","Autographiviridae",40605
"4615","NC_010116.1","DNA","dsDNA","Pseudomonas virus Yua","Pseudomonas virus Yua","Yuavirus","Mesyanzhinovviridae",58663
"4616","NC_007804.2","DNA","dsDNA","Escherichia phage phiV10","Uetakevirus phiV10","Uetakevirus","Unknown",39104
"4617","NC_047840.1","DNA","dsDNA","Xanthomonas phage phi Xc10","Pradovirus Xc10","Pradovirus","Autographiviridae",44597
"4618","NC_040180.1","DNA","ssDNA(+/-)","Allamanda leaf mottle distortion virus","Allamanda leaf mottle distortion virus","Begomovirus","Geminiviridae",2690
"4619","NC_073053.1","DNA","dsDNA","Escherichia phage vB_EcoD_Teewinot","Escherichia phage vB_EcoD_Teewinot","Dhillonvirus","Unknown",41800
"4620","NC_012042.1","DNA","ssDNA(+/-)","Human bocavirus 2c PK","Bocaparvovirus primate2","Bocaparvovirus","Parvoviridae",5196
"4621","NC_023743.1","DNA","dsDNA","Escherichia phage phiEB49","Lindendrivevirus EB49","Lindendrivevirus","Drexlerviridae",47180
"4622","NC_048059.1","DNA","dsDNA","Dickeya phage Luksen","Aarhusvirus luksen","Aarhusvirus","Autographiviridae",40729
"4623","NC_076154.1","DNA","ssDNA","Sida leaf curl alphasatellite","Sida leaf curl alphasatellite","Colecusatellite","Alphasatellitidae",1376
"4624","NC_075288.1","DNA","ssDNA","Genomoviridae sp.","Genomoviridae sp.","Unknown","Genomoviridae",2180
"4625","NC_048785.1","DNA","dsDNA","Salmonella phage SE24","Epseptimavirus SE24","Epseptimavirus","Demerecviridae",114855
"4626","NC_048674.1","DNA","dsDNA","Aeromonas phage AS-sw","Ceceduovirus assw","Ceceduovirus","Straboviridae",230024
"4627","NC_010155.1","DNA","dsDNA","Acidianus filamentous virus 3","Acidianus filamentous virus 3","Betalipothrixvirus","Lipothrixviridae",40449
"4628","NC_004583.1","DNA","ssDNA(+/-)","Cotton leaf curl Kokhran virus","Cotton leaf curl Kokhran virus","Begomovirus","Geminiviridae",2748
"4629","NC_047815.1","DNA","dsDNA","Erwinia phage vB_EamM_Yoloswag","Yoloswagvirus yoloswag","Yoloswagvirus","Unknown",259700
"4630","NC_013588.1","DNA","dsDNA","Sulfolobus spindle-shaped virus 7","Sulfolobus spindle-shaped virus 7","Alphafusellovirus","Fuselloviridae",17602
"4631","NC_041885.1","DNA","dsDNA","Pseudomonas phage VSW-3","Napahaivirus VSW3","Napahaivirus","Autographiviridae",40556
"4632","NC_041855.1","DNA","dsDNA","Mycobacterium phage Dorothy","Mycobacterium virus Dorothy","Cheoctovirus","Unknown",58866
"4633","NC_005031.1","DNA","ssDNA(+/-)","Tomato leaf curl Java virus","Tomato leaf curl Java virus","Begomovirus","Geminiviridae",2752
"4634","NC_070886.1","DNA","dsDNA","Rhizobium phage P9VFCI","Rhizobium phage P9VFCI","Unknown","Unknown",156502
"4635","NC_061443.1","DNA","dsDNA","Erwinia phage pEa_SNUABM_2","Erwinia phage pEa_SNUABM_2","Alexandravirus","Unknown",265442
"4636","NC_002531.1","DNA","dsDNA","Alcelaphine gammaherpesvirus 1","Macavirus alcelaphinegamma1","Macavirus","Orthoherpesviridae",130608
"4637","NC_013439.1","DNA","dsDNA","Bornean orang-utan polyomavirus","Alphapolyomavirus ponpygmaeus","Alphapolyomavirus","Polyomaviridae",5168
"4638","NC_055526.1","DNA","dsDNA","Ovine adenovirus 8","Ovine mastadenovirus C","Mastadenovirus","Adenoviridae",36206
"4639","NC_027299.1","DNA","dsDNA","Sulfitobacter phage NYA-2014a","Sulfitobacter phage NYA-2014a","Unknown","Unknown",42092
"4640","NC_007923.1","DNA","dsDNA","Finch polyomavirus","Gammapolyomavirus pypyrrhula","Gammapolyomavirus","Polyomaviridae",5278
"4641","NC_077159.1","DNA","dsDNA","Varidnaviria sp.","Varidnaviria sp.","Unknown","Unknown",11290
"4642","NC_022770.1","DNA","dsDNA","Bacillus phage Pony","Pagevirus pony","Pagevirus","Unknown",39844
"4643","NC_077065.1","DNA","ssDNA(+/-)","Clinch densovirus 1","Clinch densovirus 1","Unknown","Parvoviridae",5429
"4644","NC_048671.1","DNA","dsDNA","Lentibacter phage vB_LenP_ICBM2","Veravirus septentrionalis","Veravirus","Zobellviridae",40907
"4645","NC_020254.1","DNA","ssDNA(+/-)","Sida yellow blotch virus","Sida yellow blotch virus","Begomovirus","Geminiviridae",2664
"4646","NC_041955.1","DNA","dsDNA","Propionibacterium phage PHL082M03","Pahexavirus PHL082M03","Pahexavirus","Unknown",29491
"4647","NC_015785.1","DNA","ssDNA(+)","Microviridae phi-CA82","Microviridae phi-CA82","Unknown","Microviridae",5514
"4648","NC_041902.1","DNA","dsDNA","Pseudomonas phage PA5","Pbunavirus PA5","Pbunavirus","Unknown",66182
"4649","NC_030402.1","DNA","ssDNA(+/-)","Ungulate bocaparvovirus 6","Bocaparvovirus ungulate6","Bocaparvovirus","Parvoviridae",5224
"4650","NC_071014.1","DNA","dsDNA","Brevibacterium phage Cantare","Brevibacterium phage Cantare","Unknown","Unknown",90743
"4651","NC_001418.1","DNA","ssDNA(+)","Pseudomonas phage Pf3","Tertilicivirus Pf3","Tertilicivirus","Inoviridae",5833
"4652","NC_038986.1","DNA","dsDNA-RT","Dioscorea bacilliform RT virus 1","Badnavirus deltadioscoreae","Badnavirus","Caulimoviridae",7702
"4653","NC_028817.1","DNA","dsDNA","Pseudomonas phage K8","Pseudomonas phage K8","Pakpunavirus","Unknown",93879
"4654","NC_029011.1","DNA","dsDNA","Sulfolobus monocaudavirus SMV4","Sulfolobus monocaudavirus SMV4","Unknown","Bicaudaviridae",51711
"4655","NC_054957.1","DNA","dsDNA","Ralstonia phage Eline","Cimandefvirus eline","Cimandefvirus","Unknown",57352
"4656","NC_051668.1","DNA","dsDNA","Mycobacterium phage Hlubikazi","Cheoctovirus hlubikazi","Cheoctovirus","Unknown",55471
"4657","NC_039064.1","DNA","ssDNA","Camel associated porprismacovirus 1","Camel associated porprismacovirus 1","Porprismacovirus","Smacoviridae",2565
"4658","NC_007219.1","DNA","ssDNA","Cotton leaf curl Bangalore betasatellite","Cotton leaf curl Bangalore betasatellite","Betasatellite","Tolecusatellitidae",1355
"4659","NC_055737.1","DNA","dsDNA","Proteus phage phiP4-3","Bragavirus p43","Bragavirus","Straboviridae",167849
